season,round,race_name,circuit,country,date,position,constructor_name,points,points_this_round,leader_points,points_gap,total_rounds,season_progress_pct
2021,15,Russian Grand Prix,Sochi,Russia,2021-09-26,8,Williams,23.0,1.0,391.5,368.5,22,68.2
2021,16,Turkish Grand Prix,Istanbul,Turkey,2021-10-10,8,Williams,23.0,0.0,427.5,404.5,22,72.7
2021,17,United States Grand Prix,Austin,United States,2021-10-24,8,Williams,23.0,0.0,454.5,431.5,22,77.3
2021,18,Mexico City Grand Prix,Mexico City,Mexico,2021-11-07,8,Williams,23.0,0.0,472.5,449.5,22,81.8
2021,19,São Paulo Grand Prix,São Paulo,Brazil,2021-11-14,8,Williams,23.0,0.0,512.5,489.5,22,86.4
2021,20,Qatar Grand Prix,Lusail,Qatar,2021-11-21,8,Williams,23.0,0.0,537.5,514.5,22,90.9
2021,21,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2021-12-05,8,Williams,23.0,0.0,578.5,555.5,22,95.5
2021,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2021-12-12,8,Williams,23.0,0.0,604.5,581.5,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,4,Alfa Romeo,9.0,9.0,44.0,35.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,6,Alfa Romeo,9.0,0.0,78.0,69.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,6,Alfa Romeo,13.0,4.0,104.0,91.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,5,Alfa Romeo,23.0,10.0,112.0,89.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,5,Alfa Romeo,29.0,6.0,145.0,116.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,5,Alfa Romeo,37.0,8.0,181.0,144.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,6,Alfa Romeo,39.0,2.0,221.0,182.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,6,Alfa Romeo,39.0,0.0,265.0,226.0,22,36.4
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,6,Alfa Romeo,49.0,10.0,290.0,241.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,6,Alfa Romeo,49.0,0.0,314.0,265.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,6,Alfa Romeo,49.0,0.0,333.0,284.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,6,Alfa Romeo,49.0,0.0,370.0,321.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,6,Alfa Romeo,49.0,0.0,405.0,356.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,6,Alfa Romeo,49.0,0.0,449.0,400.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,6,Alfa Romeo,49.0,0.0,485.0,436.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,6,Alfa Romeo,50.0,1.0,519.0,469.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,6,Alfa Romeo,50.0,0.0,550.0,500.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,6,Alfa Romeo,50.0,0.0,593.0,543.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,6,Alfa Romeo,50.0,0.0,630.0,580.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,6,Alfa Romeo,51.0,1.0,670.0,619.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,6,Alfa Romeo,53.0,2.0,684.0,631.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,7,Alfa Romeo,53.0,0.0,724.0,671.0,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,6,AlphaTauri,4.0,4.0,44.0,40.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,7,AlphaTauri,8.0,4.0,78.0,70.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,8,AlphaTauri,10.0,2.0,104.0,94.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,7,AlphaTauri,16.0,6.0,112.0,96.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,7,AlphaTauri,16.0,0.0,145.0,129.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,7,AlphaTauri,17.0,1.0,181.0,164.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,7,AlphaTauri,17.0,0.0,221.0,204.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,7,AlphaTauri,27.0,10.0,265.0,238.0,22,36.4
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,7,AlphaTauri,27.0,0.0,290.0,263.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,7,AlphaTauri,27.0,0.0,314.0,287.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,8,AlphaTauri,27.0,0.0,333.0,306.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,8,AlphaTauri,27.0,0.0,370.0,343.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,8,AlphaTauri,27.0,0.0,405.0,378.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,8,AlphaTauri,29.0,2.0,449.0,420.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,8,AlphaTauri,29.0,0.0,485.0,456.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,7,AlphaTauri,33.0,4.0,519.0,486.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,8,AlphaTauri,34.0,1.0,550.0,516.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,8,AlphaTauri,34.0,0.0,593.0,559.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,8,AlphaTauri,35.0,1.0,630.0,595.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,8,AlphaTauri,35.0,0.0,670.0,635.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,8,AlphaTauri,35.0,0.0,684.0,649.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,8,AlphaTauri,35.0,0.0,724.0,689.0,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,5,Alpine,8.0,8.0,44.0,36.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,4,Alpine,16.0,8.0,78.0,62.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,5,Alpine,22.0,6.0,104.0,82.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,6,Alpine,22.0,0.0,112.0,90.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,6,Alpine,26.0,4.0,145.0,119.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,6,Alpine,34.0,8.0,181.0,147.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,5,Alpine,40.0,6.0,221.0,181.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,5,Alpine,47.0,7.0,265.0,218.0,22,36.4
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,5,Alpine,57.0,10.0,290.0,233.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,4,Alpine,67.0,10.0,314.0,247.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,4,Alpine,78.0,11.0,333.0,255.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,4,Alpine,90.0,12.0,370.0,280.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,4,Alpine,96.0,6.0,405.0,309.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,4,Alpine,112.0,16.0,449.0,337.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,4,Alpine,122.0,10.0,485.0,363.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,4,Alpine,122.0,0.0,519.0,397.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,4,Alpine,122.0,0.0,550.0,428.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,4,Alpine,140.0,18.0,593.0,453.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,4,Alpine,146.0,6.0,630.0,484.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,4,Alpine,150.0,4.0,670.0,520.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,4,Alpine,164.0,14.0,684.0,520.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,4,Alpine,170.0,6.0,724.0,554.0,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,7,Aston Martin,0.0,0.0,44.0,44.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,9,Aston Martin,0.0,0.0,78.0,78.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,10,Aston Martin,0.0,0.0,104.0,104.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,9,Aston Martin,5.0,5.0,112.0,107.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,9,Aston Martin,6.0,1.0,145.0,139.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,9,Aston Martin,6.0,0.0,181.0,175.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,9,Aston Martin,7.0,1.0,221.0,214.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,8,Aston Martin,15.0,8.0,265.0,250.0,22,36.4
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,8,Aston Martin,16.0,1.0,290.0,274.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,9,Aston Martin,18.0,2.0,314.0,296.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,9,Aston Martin,18.0,0.0,333.0,315.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,9,Aston Martin,19.0,1.0,370.0,351.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,9,Aston Martin,20.0,1.0,405.0,385.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,9,Aston Martin,24.0,4.0,449.0,425.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,9,Aston Martin,25.0,1.0,485.0,460.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,9,Aston Martin,25.0,0.0,519.0,494.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,7,Aston Martin,37.0,12.0,550.0,513.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,7,Aston Martin,45.0,8.0,593.0,548.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,7,Aston Martin,49.0,4.0,630.0,581.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,7,Aston Martin,49.0,0.0,670.0,621.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,7,Aston Martin,50.0,1.0,684.0,634.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,6,Aston Martin,55.0,5.0,724.0,669.0,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,1,Ferrari,44.0,44.0,44.0,0.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,1,Ferrari,78.0,34.0,78.0,0.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,1,Ferrari,104.0,26.0,104.0,0.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,1,Ferrari,112.0,8.0,112.0,0.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,1,Ferrari,145.0,33.0,145.0,0.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,2,Ferrari,157.0,12.0,181.0,24.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,2,Ferrari,187.0,30.0,221.0,34.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,2,Ferrari,187.0,0.0,265.0,78.0,22,36.4
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,2,Ferrari,216.0,29.0,290.0,74.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,2,Ferrari,253.0,37.0,314.0,61.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,2,Ferrari,278.0,25.0,333.0,55.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,2,Ferrari,289.0,11.0,370.0,81.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,2,Ferrari,309.0,20.0,405.0,96.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,2,Ferrari,332.0,23.0,449.0,117.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,2,Ferrari,351.0,19.0,485.0,134.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,2,Ferrari,381.0,30.0,519.0,138.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,2,Ferrari,414.0,33.0,550.0,136.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,2,Ferrari,429.0,15.0,593.0,164.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,2,Ferrari,444.0,15.0,630.0,186.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,2,Ferrari,462.0,18.0,670.0,208.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,2,Ferrari,489.0,27.0,684.0,195.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,2,Ferrari,519.0,30.0,724.0,205.0,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,3,Haas F1 Team,10.0,10.0,44.0,34.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,5,Haas F1 Team,12.0,2.0,78.0,66.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,7,Haas F1 Team,12.0,0.0,104.0,92.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,8,Haas F1 Team,14.0,2.0,112.0,98.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,8,Haas F1 Team,14.0,0.0,145.0,131.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,8,Haas F1 Team,14.0,0.0,181.0,167.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,8,Haas F1 Team,14.0,0.0,221.0,207.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,9,Haas F1 Team,14.0,0.0,265.0,251.0,22,36.4
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,9,Haas F1 Team,14.0,0.0,290.0,276.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,8,Haas F1 Team,19.0,5.0,314.0,295.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,7,Haas F1 Team,31.0,12.0,333.0,302.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,7,Haas F1 Team,31.0,0.0,370.0,339.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,7,Haas F1 Team,31.0,0.0,405.0,374.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,7,Haas F1 Team,31.0,0.0,449.0,418.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,7,Haas F1 Team,31.0,0.0,485.0,454.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,8,Haas F1 Team,31.0,0.0,519.0,488.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,9,Haas F1 Team,31.0,0.0,550.0,519.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,9,Haas F1 Team,31.0,0.0,593.0,562.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,9,Haas F1 Team,33.0,2.0,630.0,597.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,9,Haas F1 Team,33.0,0.0,670.0,637.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,9,Haas F1 Team,33.0,0.0,684.0,651.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,9,Haas F1 Team,33.0,0.0,724.0,691.0,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,8,McLaren,0.0,0.0,44.0,44.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,8,McLaren,6.0,6.0,78.0,72.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,4,McLaren,24.0,18.0,104.0,80.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,4,McLaren,39.0,15.0,112.0,73.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,4,McLaren,39.0,0.0,145.0,106.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,4,McLaren,43.0,4.0,181.0,138.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,4,McLaren,52.0,9.0,221.0,169.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,4,McLaren,58.0,6.0,265.0,207.0,22,36.4
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,4,McLaren,58.0,0.0,290.0,232.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,5,McLaren,66.0,8.0,314.0,248.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,5,McLaren,74.0,8.0,333.0,259.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,5,McLaren,82.0,8.0,370.0,288.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,5,McLaren,88.0,6.0,405.0,317.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,5,McLaren,88.0,0.0,449.0,361.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,5,McLaren,94.0,6.0,485.0,391.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,5,McLaren,100.0,6.0,519.0,419.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,5,McLaren,122.0,22.0,550.0,428.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,5,McLaren,123.0,1.0,593.0,470.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,5,McLaren,131.0,8.0,630.0,499.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,5,McLaren,139.0,8.0,670.0,531.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,5,McLaren,139.0,0.0,684.0,545.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,5,McLaren,150.0,11.0,724.0,574.0,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,2,Mercedes,27.0,27.0,44.0,17.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,2,Mercedes,38.0,11.0,78.0,40.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,2,Mercedes,65.0,27.0,104.0,39.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,3,Mercedes,77.0,12.0,112.0,35.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,3,Mercedes,95.0,18.0,145.0,50.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,3,Mercedes,120.0,25.0,181.0,61.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,3,Mercedes,134.0,14.0,221.0,87.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,3,Mercedes,161.0,27.0,265.0,104.0,22,36.4
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,3,Mercedes,188.0,27.0,290.0,102.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,3,Mercedes,204.0,16.0,314.0,110.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,3,Mercedes,231.0,27.0,333.0,102.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,3,Mercedes,264.0,33.0,370.0,106.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,3,Mercedes,298.0,34.0,405.0,107.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,3,Mercedes,310.0,12.0,449.0,139.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,3,Mercedes,340.0,30.0,485.0,145.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,3,Mercedes,365.0,25.0,519.0,154.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,3,Mercedes,367.0,2.0,550.0,183.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,3,Mercedes,381.0,14.0,593.0,212.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,3,Mercedes,410.0,29.0,630.0,220.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,3,Mercedes,441.0,31.0,670.0,229.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,3,Mercedes,485.0,44.0,684.0,199.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,3,Mercedes,495.0,10.0,724.0,229.0,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,9,Red Bull Racing,0.0,0.0,44.0,44.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,3,Red Bull Racing,37.0,37.0,78.0,41.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,3,Red Bull Racing,55.0,18.0,104.0,49.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,2,Red Bull Racing,99.0,44.0,112.0,13.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,2,Red Bull Racing,137.0,38.0,145.0,8.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,1,Red Bull Racing,181.0,44.0,181.0,0.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,1,Red Bull Racing,221.0,40.0,221.0,0.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,1,Red Bull Racing,265.0,44.0,265.0,0.0,22,36.4
2022,9,Canadian Grand Prix,Montréal,Canada,2022-06-19,1,Red Bull Racing,290.0,25.0,290.0,0.0,22,40.9
2022,10,British Grand Prix,Silverstone,Great Britain,2022-07-03,1,Red Bull Racing,314.0,24.0,314.0,0.0,22,45.5
2022,11,Austrian Grand Prix,Spielberg,Austria,2022-07-10,1,Red Bull Racing,333.0,19.0,333.0,0.0,22,50.0
2022,12,French Grand Prix,Le Castellet,France,2022-07-24,1,Red Bull Racing,370.0,37.0,370.0,0.0,22,54.5
2022,13,Hungarian Grand Prix,Budapest,Hungary,2022-07-31,1,Red Bull Racing,405.0,35.0,405.0,0.0,22,59.1
2022,14,Belgian Grand Prix,Spa-Francorchamps,Belgium,2022-08-28,1,Red Bull Racing,449.0,44.0,449.0,0.0,22,63.6
2022,15,Dutch Grand Prix,Zandvoort,Netherlands,2022-09-04,1,Red Bull Racing,485.0,36.0,485.0,0.0,22,68.2
2022,16,Italian Grand Prix,Monza,Italy,2022-09-11,1,Red Bull Racing,519.0,34.0,519.0,0.0,22,72.7
2022,17,Singapore Grand Prix,Marina Bay,Singapore,2022-10-02,1,Red Bull Racing,550.0,31.0,550.0,0.0,22,77.3
2022,18,Japanese Grand Prix,Suzuka,Japan,2022-10-09,1,Red Bull Racing,593.0,43.0,593.0,0.0,22,81.8
2022,19,United States Grand Prix,Austin,United States,2022-10-23,1,Red Bull Racing,630.0,37.0,630.0,0.0,22,86.4
2022,20,Mexico City Grand Prix,Mexico City,Mexico,2022-10-30,1,Red Bull Racing,670.0,40.0,670.0,0.0,22,90.9
2022,21,São Paulo Grand Prix,São Paulo,Brazil,2022-11-13,1,Red Bull Racing,684.0,14.0,684.0,0.0,22,95.5
2022,22,Abu Dhabi Grand Prix,Yas Island,Abu Dhabi,2022-11-20,1,Red Bull Racing,724.0,40.0,724.0,0.0,22,100.0
2022,1,Bahrain Grand Prix,Sakhir,Bahrain,2022-03-20,10,Williams,0.0,0.0,44.0,44.0,22,4.5
2022,2,Saudi Arabian Grand Prix,Jeddah,Saudi Arabia,2022-03-27,10,Williams,0.0,0.0,78.0,78.0,22,9.1
2022,3,Australian Grand Prix,Melbourne,Australia,2022-04-10,9,Williams,1.0,1.0,104.0,103.0,22,13.6
2022,4,Emilia Romagna Grand Prix,Imola,Italy,2022-04-24,10,Williams,1.0,0.0,112.0,111.0,22,18.2
2022,5,Miami Grand Prix,Miami,United States,2022-05-08,10,Williams,3.0,2.0,145.0,142.0,22,22.7
2022,6,Spanish Grand Prix,Barcelona,Spain,2022-05-22,10,Williams,3.0,0.0,181.0,178.0,22,27.3
2022,7,Monaco Grand Prix,Monaco,Monaco,2022-05-29,10,Williams,3.0,0.0,221.0,218.0,22,31.8
2022,8,Azerbaijan Grand Prix,Baku,Azerbaijan,2022-06-12,10,Williams,3.0,0.0,265.0,262.0,22,36.4
